FIR_ID,DateTime,Crime_Type,Area,Latitude,Longitude,Severity,Status,Date,Hour,Day_of_Week,Month,Year
FIR-2024-000015,2024-01-01 22:13:00,Vehicle Theft,Peenya,13.031858,77.53206,3,Closed - Convicted,2024-01-01,22,Monday,1,2024
FIR-2024-000027,2024-01-01 23:10:00,Robbery,Bommanahalli,12.91149,77.6233,4,Closed - Untraced,2024-01-01,23,Monday,1,2024
FIR-2024-000019,2024-01-01 23:29:00,Robbery,Hebbal,13.037982,77.598589,4,Under Investigation,2024-01-01,23,Monday,1,2024
FIR-2024-000053,2024-01-02 01:00:00,Assault,HSR Layout,12.917515,77.646123,4,Closed - Untraced,2024-01-02,1,Tuesday,1,2024
FIR-2024-000041,2024-01-02 01:04:00,House Burglary,Shivajinagar,12.988548,77.604913,4,Closed - Convicted,2024-01-02,1,Tuesday,1,2024
FIR-2024-000062,2024-01-02 02:08:00,House Burglary,Rajajinagar,12.998275,77.543974,4,Under Investigation,2024-01-02,2,Tuesday,1,2024
FIR-2024-000067,2024-01-02 03:48:00,Robbery,Bommanahalli,12.886441,77.600222,4,Under Investigation,2024-01-02,3,Tuesday,1,2024
FIR-2024-000060,2024-01-02 05:17:00,Chain Snatching,Rajajinagar,12.990272,77.541239,3,Closed - Untraced,2024-01-02,5,Tuesday,1,2024
FIR-2024-000039,2024-01-02 07:06:00,Chain Snatching,Shivajinagar,12.985111,77.613822,3,Chargesheeted,2024-01-02,7,Tuesday,1,2024
FIR-2024-000030,2024-01-02 07:55:00,House Burglary,Majestic,12.978097,77.572706,4,Under Investigation,2024-01-02,7,Tuesday,1,2024
FIR-2024-000046,2024-01-02 08:47:00,Cybercrime Fraud,Marathahalli,12.96289,77.710868,3,Under Investigation,2024-01-02,8,Tuesday,1,2024
FIR-2024-000047,2024-01-02 09:42:00,House Burglary,Whitefield,12.961886,77.733472,4,Under Investigation,2024-01-02,9,Tuesday,1,2024
FIR-2024-000048,2024-01-02 10:09:00,Robbery,Whitefield,12.974916,77.732829,4,Chargesheeted,2024-01-02,10,Tuesday,1,2024
FIR-2024-000054,2024-01-02 11:20:00,House Burglary,Peenya,13.026475,77.522635,4,Closed - Convicted,2024-01-02,11,Tuesday,1,2024
FIR-2024-000061,2024-01-02 11:32:00,Mobile Snatching,Rajajinagar,12.990907,77.539585,2,Chargesheeted,2024-01-02,11,Tuesday,1,2024
FIR-2024-000034,2024-01-02 12:00:00,Chain Snatching,KR Market,12.959429,77.587698,3,Closed - Untraced,2024-01-02,12,Tuesday,1,2024
FIR-2024-000029,2024-01-02 12:08:00,Vehicle Theft,Majestic,12.980245,77.56181,3,Under Investigation,2024-01-02,12,Tuesday,1,2024
FIR-2024-000051,2024-01-02 13:19:00,Cybercrime Fraud,Whitefield,12.971246,77.752841,3,Chargesheeted,2024-01-02,13,Tuesday,1,2024
FIR-2024-000036,2024-01-02 13:52:00,House Burglary,KR Market,12.967201,77.586646,4,Under Investigation,2024-01-02,13,Tuesday,1,2024
FIR-2024-000045,2024-01-02 14:16:00,Cybercrime Fraud,Marathahalli,12.960773,77.693436,3,Chargesheeted,2024-01-02,14,Tuesday,1,2024
FIR-2024-000057,2024-01-02 14:52:00,Cybercrime Fraud,Peenya,13.031417,77.50125,3,Chargesheeted,2024-01-02,14,Tuesday,1,2024
FIR-2024-000056,2024-01-02 16:06:00,Cybercrime Fraud,Peenya,13.012482,77.506189,3,Closed - Convicted,2024-01-02,16,Tuesday,1,2024
FIR-2024-000042,2024-01-02 16:36:00,Cheating,Shivajinagar,12.984565,77.607672,2,Under Investigation,2024-01-02,16,Tuesday,1,2024
FIR-2024-000031,2024-01-02 17:07:00,Drug Offense,Majestic,12.972238,77.566366,3,Closed - Untraced,2024-01-02,17,Tuesday,1,2024
FIR-2024-000044,2024-01-02 17:41:00,Vehicle Theft,Marathahalli,12.962473,77.698047,3,Chargesheeted,2024-01-02,17,Tuesday,1,2024
FIR-2024-000066,2024-01-02 17:54:00,Robbery,MG Road,12.98046,77.593741,4,Under Investigation,2024-01-02,17,Tuesday,1,2024
FIR-2024-000063,2024-01-02 17:58:00,Harassment,Rajajinagar,12.986029,77.53976,2,Under Investigation,2024-01-02,17,Tuesday,1,2024
FIR-2024-000050,2024-01-02 18:00:00,Cybercrime Fraud,Whitefield,12.984494,77.747895,3,Chargesheeted,2024-01-02,18,Tuesday,1,2024
FIR-2024-000033,2024-01-02 18:32:00,Chain Snatching,KR Market,12.969948,77.577489,3,Under Investigation,2024-01-02,18,Tuesday,1,2024
FIR-2024-000040,2024-01-02 19:07:00,Mobile Snatching,Shivajinagar,12.980371,77.603552,2,Closed - Convicted,2024-01-02,19,Tuesday,1,2024
FIR-2024-000037,2024-01-02 19:17:00,Cybercrime Fraud,KR Market,12.962071,77.584912,3,Under Investigation,2024-01-02,19,Tuesday,1,2024
FIR-2024-000043,2024-01-02 19:32:00,Drug Offense,Shivajinagar,12.983711,77.612388,3,Under Investigation,2024-01-02,19,Tuesday,1,2024
FIR-2024-000065,2024-01-02 19:40:00,Chain Snatching,MG Road,12.973523,77.602604,3,Chargesheeted,2024-01-02,19,Tuesday,1,2024
FIR-2024-000032,2024-01-02 19:43:00,Chain Snatching,KR Market,12.962374,77.575482,3,Chargesheeted,2024-01-02,19,Tuesday,1,2024
FIR-2024-000064,2024-01-02 20:17:00,Vehicle Theft,Frazer Town,13.005409,77.609734,3,Under Investigation,2024-01-02,20,Tuesday,1,2024
FIR-2024-000049,2024-01-02 21:20:00,Robbery,Whitefield,12.978499,77.753791,4,Under Investigation,2024-01-02,21,Tuesday,1,2024
FIR-2024-000038,2024-01-02 21:39:00,Vehicle Theft,Shivajinagar,12.983991,77.606887,3,Closed - Convicted,2024-01-02,21,Tuesday,1,2024
FIR-2024-000055,2024-01-02 22:04:00,Robbery,Peenya,13.048973,77.507234,4,Chargesheeted,2024-01-02,22,Tuesday,1,2024
FIR-2024-000059,2024-01-02 22:54:00,Vehicle Theft,Rajajinagar,12.973042,77.549527,3,Under Investigation,2024-01-02,22,Tuesday,1,2024
FIR-2024-000058,2024-01-02 22:59:00,Vehicle Theft,Yeshwanthpur,13.031585,77.526515,3,Under Investigation,2024-01-02,22,Tuesday,1,2024
FIR-2024-000035,2024-01-02 23:02:00,Mobile Snatching,KR Market,12.961041,77.587797,2,Under Investigation,2024-01-02,23,Tuesday,1,2024
FIR-2024-000052,2024-01-02 23:04:00,Vehicle Theft,HSR Layout,12.905572,77.639142,3,Under Investigation,2024-01-02,23,Tuesday,1,2024
FIR-2024-000081,2024-01-03 00:24:00,Assault,Whitefield,12.983494,77.745255,4,Under Investigation,2024-01-03,0,Wednesday,1,2024
FIR-2024-000079,2024-01-03 00:28:00,Assault,Marathahalli,12.957656,77.694858,4,Under Investigation,2024-01-03,0,Wednesday,1,2024
FIR-2024-000089,2024-01-03 01:12:00,Vehicle Theft,Peenya,13.018977,77.517903,3,Under Investigation,2024-01-03,1,Wednesday,1,2024
FIR-2024-000092,2024-01-03 01:27:00,Assault,Peenya,13.036356,77.522744,4,Under Investigation,2024-01-03,1,Wednesday,1,2024
FIR-2024-000071,2024-01-03 01:33:00,Cheating,KR Market,12.967871,77.585557,2,Closed - Untraced,2024-01-03,1,Wednesday,1,2024
FIR-2024-000097,2024-01-03 02:01:00,House Burglary,Banashankari,12.947974,77.542107,4,Closed - Untraced,2024-01-03,2,Wednesday,1,2024
FIR-2024-000083,2024-01-03 02:27:00,Assault,Whitefield,12.981343,77.742564,4,Closed - Convicted,2024-01-03,2,Wednesday,1,2024
FIR-2024-000100,2024-01-03 03:25:00,Vehicle Theft,Bommanahalli,12.906122,77.630099,3,Closed - Untraced,2024-01-03,3,Wednesday,1,2024
FIR-2024-000098,2024-01-03 04:25:00,Drug Offense,Malleshwaram,13.006762,77.577116,3,Under Investigation,2024-01-03,4,Wednesday,1,2024
FIR-2024-000090,2024-01-03 04:55:00,Chain Snatching,Peenya,13.038244,77.519346,3,Under Investigation,2024-01-03,4,Wednesday,1,2024
FIR-2024-000078,2024-01-03 06:53:00,Chain Snatching,Marathahalli,12.95718,77.703607,3,Under Investigation,2024-01-03,6,Wednesday,1,2024
FIR-2024-000094,2024-01-03 07:18:00,Chain Snatching,Frazer Town,13.000672,77.614373,3,Closed - Untraced,2024-01-03,7,Wednesday,1,2024
FIR-2024-000068,2024-01-03 09:01:00,Mobile Snatching,Majestic,12.974904,77.56521,2,Chargesheeted,2024-01-03,9,Wednesday,1,2024
FIR-2024-000073,2024-01-03 09:16:00,Vehicle Theft,Koramangala,12.924002,77.621628,3,Chargesheeted,2024-01-03,9,Wednesday,1,2024
FIR-2024-000075,2024-01-03 12:05:00,House Burglary,Indiranagar,12.950517,77.644367,4,Chargesheeted,2024-01-03,12,Wednesday,1,2024
FIR-2024-000087,2024-01-03 13:04:00,House Burglary,HSR Layout,12.913915,77.644554,4,Under Investigation,2024-01-03,13,Wednesday,1,2024
FIR-2024-000095,2024-01-03 13:10:00,Cybercrime Fraud,Frazer Town,13.004764,77.602371,3,Chargesheeted,2024-01-03,13,Wednesday,1,2024
FIR-2024-000080,2024-01-03 15:45:00,Mobile Snatching,Whitefield,12.948255,77.749864,2,Under Investigation,2024-01-03,15,Wednesday,1,2024
FIR-2024-000077,2024-01-03 15:55:00,Cheating,Indiranagar,12.972948,77.644124,2,Chargesheeted,2024-01-03,15,Wednesday,1,2024
FIR-2024-000072,2024-01-03 15:59:00,Cybercrime Fraud,Shivajinagar,12.992055,77.611855,3,Under Investigation,2024-01-03,15,Wednesday,1,2024
FIR-2024-000069,2024-01-03 16:08:00,House Burglary,Majestic,12.980538,77.573955,4,Under Investigation,2024-01-03,16,Wednesday,1,2024
FIR-2024-000074,2024-01-03 16:45:00,Cybercrime Fraud,Koramangala,12.937659,77.614245,3,Under Investigation,2024-01-03,16,Wednesday,1,2024
FIR-2024-000099,2024-01-03 18:10:00,Drug Offense,Malleshwaram,13.007488,77.573938,3,Under Investigation,2024-01-03,18,Wednesday,1,2024
FIR-2024-000093,2024-01-03 18:10:00,Harassment,Peenya,13.043793,77.536944,2,Closed - Convicted,2024-01-03,18,Wednesday,1,2024
FIR-2024-000070,2024-01-03 18:19:00,Chain Snatching,KR Market,12.970196,77.586776,3,Chargesheeted,2024-01-03,18,Wednesday,1,2024
FIR-2024-000096,2024-01-03 19:56:00,Chain Snatching,MG Road,12.977888,77.598791,3,Closed - Convicted,2024-01-03,19,Wednesday,1,2024
FIR-2024-000088,2024-01-03 21:27:00,Robbery,HSR Layout,12.897812,77.651014,4,Closed - Untraced,2024-01-03,21,Wednesday,1,2024
FIR-2024-000091,2024-01-03 21:43:00,Robbery,Peenya,13.024877,77.504832,4,Chargesheeted,2024-01-03,21,Wednesday,1,2024
FIR-2024-000101,2024-01-03 21:54:00,Mobile Snatching,Bommanahalli,12.89651,77.621016,2,Under Investigation,2024-01-03,21,Wednesday,1,2024
FIR-2024-000082,2024-01-03 22:08:00,Assault,Whitefield,12.960637,77.743865,4,Under Investigation,2024-01-03,22,Wednesday,1,2024
FIR-2024-000085,2024-01-03 22:19:00,Assault,BTM Layout,12.931657,77.608742,4,Chargesheeted,2024-01-03,22,Wednesday,1,2024
FIR-2024-000086,2024-01-03 22:31:00,Harassment,BTM Layout,12.919077,77.614816,2,Under Investigation,2024-01-03,22,Wednesday,1,2024
FIR-2024-000076,2024-01-03 22:44:00,Assault,Indiranagar,12.96929,77.65262,4,Closed - Convicted,2024-01-03,22,Wednesday,1,2024
FIR-2024-000084,2024-01-03 23:09:00,Vehicle Theft,Electronic City,12.867863,77.65772,3,Under Investigation,2024-01-03,23,Wednesday,1,2024
FIR-2024-000126,2024-01-04 00:27:00,House Burglary,Rajajinagar,12.989835,77.538601,4,Closed - Untraced,2024-01-04,0,Thursday,1,2024
FIR-2024-000129,2024-01-04 00:28:00,Vehicle Theft,Frazer Town,13.006673,77.613927,3,Under Investigation,2024-01-04,0,Thursday,1,2024
FIR-2024-000114,2024-01-04 04:03:00,Vehicle Theft,HSR Layout,12.912084,77.649404,3,Under Investigation,2024-01-04,4,Thursday,1,2024
FIR-2024-000127,2024-01-04 04:21:00,Cybercrime Fraud,Rajajinagar,12.983158,77.547635,3,Chargesheeted,2024-01-04,4,Thursday,1,2024
FIR-2024-000110,2024-01-04 05:02:00,Vehicle Theft,Whitefield,12.944667,77.750952,3,Chargesheeted,2024-01-04,5,Thursday,1,2024
FIR-2024-000130,2024-01-04 05:13:00,Chain Snatching,MG Road,12.967523,77.606185,3,Chargesheeted,2024-01-04,5,Thursday,1,2024
FIR-2024-000104,2024-01-04 07:45:00,Cybercrime Fraud,Majestic,12.974395,77.577414,3,Closed - Untraced,2024-01-04,7,Thursday,1,2024
FIR-2024-000107,2024-01-04 08:50:00,Mobile Snatching,Koramangala,12.948986,77.633568,2,Closed - Untraced,2024-01-04,8,Thursday,1,2024
FIR-2024-000103,2024-01-04 09:19:00,Mobile Snatching,Majestic,12.976167,77.571323,2,Chargesheeted,2024-01-04,9,Thursday,1,2024
FIR-2024-000118,2024-01-04 09:33:00,House Burglary,HSR Layout,12.90882,77.63796,4,Closed - Untraced,2024-01-04,9,Thursday,1,2024
FIR-2024-000112,2024-01-04 10:24:00,Cheating,Whitefield,12.98044,77.766685,2,Chargesheeted,2024-01-04,10,Thursday,1,2024
FIR-2024-000134,2024-01-04 10:48:00,Cybercrime Fraud,Banashankari,12.9291,77.551307,3,Closed - Untraced,2024-01-04,10,Thursday,1,2024
FIR-2024-000117,2024-01-04 11:14:00,House Burglary,HSR Layout,12.891754,77.639429,4,Chargesheeted,2024-01-04,11,Thursday,1,2024
FIR-2024-000122,2024-01-04 11:50:00,Mobile Snatching,Hebbal,13.0324,77.605247,2,Closed - Untraced,2024-01-04,11,Thursday,1,2024
FIR-2024-000131,2024-01-04 11:55:00,House Burglary,MG Road,12.977503,77.598047,4,Under Investigation,2024-01-04,11,Thursday,1,2024
FIR-2024-000111,2024-01-04 12:40:00,Cybercrime Fraud,Whitefield,12.981294,77.750748,3,Closed - Untraced,2024-01-04,12,Thursday,1,2024
FIR-2024-000116,2024-01-04 13:16:00,House Burglary,HSR Layout,12.912028,77.630725,4,Closed - Untraced,2024-01-04,13,Thursday,1,2024
FIR-2024-000106,2024-01-04 13:26:00,Cybercrime Fraud,Shivajinagar,12.987897,77.608205,3,Under Investigation,2024-01-04,13,Thursday,1,2024
FIR-2024-000133,2024-01-04 13:37:00,Cybercrime Fraud,Jayanagar,12.931122,77.573509,3,Chargesheeted,2024-01-04,13,Thursday,1,2024
FIR-2024-000115,2024-01-04 16:03:00,Chain Snatching,HSR Layout,12.908088,77.644243,3,Chargesheeted,2024-01-04,16,Thursday,1,2024
FIR-2024-000124,2024-01-04 16:42:00,Cheating,Hebbal,13.040805,77.598595,2,Closed - Untraced,2024-01-04,16,Thursday,1,2024
FIR-2024-000123,2024-01-04 18:07:00,Cybercrime Fraud,Hebbal,13.022167,77.604462,3,Closed - Untraced,2024-01-04,18,Thursday,1,2024
FIR-2024-000125,2024-01-04 18:27:00,Drug Offense,Hebbal,13.034318,77.581231,3,Chargesheeted,2024-01-04,18,Thursday,1,2024
FIR-2024-000113,2024-01-04 18:59:00,Mobile Snatching,BTM Layout,12.928195,77.6071,2,Closed - Untraced,2024-01-04,18,Thursday,1,2024
FIR-2024-000128,2024-01-04 19:09:00,Cybercrime Fraud,Rajajinagar,12.991162,77.551638,3,Under Investigation,2024-01-04,19,Thursday,1,2024
FIR-2024-000132,2024-01-04 19:25:00,Cybercrime Fraud,MG Road,12.972734,77.603372,3,Closed - Untraced,2024-01-04,19,Thursday,1,2024
FIR-2024-000120,2024-01-04 19:58:00,Vehicle Theft,Hebbal,13.044043,77.596018,3,Under Investigation,2024-01-04,19,Thursday,1,2024
FIR-2024-000102,2024-01-04 20:05:00,Mobile Snatching,Majestic,12.98499,77.57031,2,Closed - Convicted,2024-01-04,20,Thursday,1,2024
FIR-2024-000105,2024-01-04 20:10:00,Drug Offense,Majestic,12.977364,77.571308,3,Closed - Untraced,2024-01-04,20,Thursday,1,2024
FIR-2024-000119,2024-01-04 22:24:00,Robbery,Yeshwanthpur,13.031748,77.545263,4,Closed - Untraced,2024-01-04,22,Thursday,1,2024
FIR-2024-000108,2024-01-04 22:53:00,Vehicle Theft,Marathahalli,12.950478,77.677235,3,Under Investigation,2024-01-04,22,Thursday,1,2024
FIR-2024-000109,2024-01-04 23:26:00,Cybercrime Fraud,Marathahalli,12.961616,77.707658,3,Closed - Untraced,2024-01-04,23,Thursday,1,2024
FIR-2024-000121,2024-01-04 23:45:00,Vehicle Theft,Hebbal,13.038974,77.614217,3,Under Investigation,2024-01-04,23,Thursday,1,2024
FIR-2024-000138,2024-01-05 01:27:00,Vehicle Theft,KR Market,12.967146,77.577063,3,Closed - Untraced,2024-01-05,1,Friday,1,2024
FIR-2024-000170,2024-01-05 02:54:00,Vehicle Theft,Malleshwaram,13.015962,77.580277,3,Under Investigation,2024-01-05,2,Friday,1,2024
FIR-2024-000146,2024-01-05 02:58:00,Vehicle Theft,Indiranagar,12.969881,77.640859,3,Under Investigation,2024-01-05,2,Friday,1,2024
FIR-2024-000155,2024-01-05 06:24:00,Vehicle Theft,BTM Layout,12.935597,77.596198,3,Under Investigation,2024-01-05,6,Friday,1,2024
FIR-2024-000159,2024-01-05 06:31:00,Drug Offense,BTM Layout,12.912366,77.610686,3,Chargesheeted,2024-01-05,6,Friday,1,2024
FIR-2024-000167,2024-01-05 07:02:00,Chain Snatching,MG Road,12.977773,77.607893,3,Chargesheeted,2024-01-05,7,Friday,1,2024
FIR-2024-000135,2024-01-05 07:21:00,Chain Snatching,Majestic,12.979989,77.576674,3,Under Investigation,2024-01-05,7,Friday,1,2024
FIR-2024-000157,2024-01-05 07:58:00,Assault,BTM Layout,12.915695,77.601999,4,Closed - Untraced,2024-01-05,7,Friday,1,2024
FIR-2024-000144,2024-01-05 08:25:00,Mobile Snatching,Shivajinagar,12.984782,77.609001,2,Under Investigation,2024-01-05,8,Friday,1,2024
FIR-2024-000158,2024-01-05 09:34:00,Cybercrime Fraud,BTM Layout,12.905893,77.618479,3,Under Investigation,2024-01-05,9,Friday,1,2024
FIR-2024-000139,2024-01-05 09:44:00,Chain Snatching,KR Market,12.970219,77.584317,3,Under Investigation,2024-01-05,9,Friday,1,2024
FIR-2024-000153,2024-01-05 10:14:00,Cheating,Whitefield,12.952034,77.760874,2,Closed - Convicted,2024-01-05,10,Friday,1,2024
FIR-2024-000169,2024-01-05 10:35:00,Cybercrime Fraud,Banashankari,12.922534,77.548685,3,Under Investigation,2024-01-05,10,Friday,1,2024
FIR-2024-000160,2024-01-05 10:49:00,Vehicle Theft,Yeshwanthpur,13.036794,77.54503,3,Chargesheeted,2024-01-05,10,Friday,1,2024
FIR-2024-000136,2024-01-05 11:07:00,House Burglary,Majestic,12.974809,77.559693,4,Closed - Untraced,2024-01-05,11,Friday,1,2024
FIR-2024-000162,2024-01-05 11:36:00,House Burglary,Rajajinagar,12.994364,77.540556,4,Under Investigation,2024-01-05,11,Friday,1,2024
FIR-2024-000149,2024-01-05 12:03:00,Mobile Snatching,Marathahalli,12.955066,77.68786,2,Closed - Untraced,2024-01-05,12,Friday,1,2024
FIR-2024-000152,2024-01-05 12:55:00,Assault,Whitefield,12.969822,77.753102,4,Closed - Untraced,2024-01-05,12,Friday,1,2024
FIR-2024-000163,2024-01-05 13:11:00,House Burglary,Frazer Town,12.998873,77.605642,4,Closed - Convicted,2024-01-05,13,Friday,1,2024
FIR-2024-000154,2024-01-05 13:46:00,Cybercrime Fraud,Electronic City,12.854804,77.654317,3,Closed - Convicted,2024-01-05,13,Friday,1,2024
FIR-2024-000143,2024-01-05 13:59:00,Cybercrime Fraud,KR Market,12.963526,77.5844,3,Closed - Convicted,2024-01-05,13,Friday,1,2024
FIR-2024-000151,2024-01-05 14:48:00,House Burglary,Whitefield,12.996056,77.737899,4,Chargesheeted,2024-01-05,14,Friday,1,2024
FIR-2024-000164,2024-01-05 15:19:00,Harassment,Frazer Town,13.000657,77.609121,2,Chargesheeted,2024-01-05,15,Friday,1,2024
FIR-2024-000161,2024-01-05 15:38:00,Chain Snatching,Rajajinagar,12.996836,77.557364,3,Chargesheeted,2024-01-05,15,Friday,1,2024
FIR-2024-000141,2024-01-05 16:00:00,House Burglary,KR Market,12.959757,77.589358,4,Closed - Untraced,2024-01-05,16,Friday,1,2024
FIR-2024-000140,2024-01-05 16:16:00,Chain Snatching,KR Market,12.966156,77.587478,3,Under Investigation,2024-01-05,16,Friday,1,2024
FIR-2024-000165,2024-01-05 16:43:00,Vehicle Theft,MG Road,12.979546,77.611109,3,Chargesheeted,2024-01-05,16,Friday,1,2024
FIR-2024-000168,2024-01-05 17:19:00,Chain Snatching,MG Road,12.974406,77.612391,3,Under Investigation,2024-01-05,17,Friday,1,2024
FIR-2024-000156,2024-01-05 17:46:00,Chain Snatching,BTM Layout,12.897997,77.611995,3,Chargesheeted,2024-01-05,17,Friday,1,2024
FIR-2024-000148,2024-01-05 18:24:00,Cybercrime Fraud,Indiranagar,12.984624,77.6442,3,Closed - Untraced,2024-01-05,18,Friday,1,2024
FIR-2024-000145,2024-01-05 19:08:00,Vehicle Theft,Koramangala,12.939273,77.627388,3,Closed - Untraced,2024-01-05,19,Friday,1,2024
FIR-2024-000150,2024-01-05 19:52:00,Mobile Snatching,Whitefield,12.965558,77.747399,2,Under Investigation,2024-01-05,19,Friday,1,2024
FIR-2024-000142,2024-01-05 21:40:00,Assault,KR Market,12.957666,77.580799,4,Under Investigation,2024-01-05,21,Friday,1,2024
FIR-2024-000137,2024-01-05 22:21:00,Assault,Majestic,12.983891,77.570278,4,Chargesheeted,2024-01-05,22,Friday,1,2024
FIR-2024-000166,2024-01-05 22:51:00,Vehicle Theft,MG Road,12.979069,77.609303,3,Closed - Untraced,2024-01-05,22,Friday,1,2024
FIR-2024-000147,2024-01-05 23:30:00,Vehicle Theft,Indiranagar,12.995214,77.626984,3,Chargesheeted,2024-01-05,23,Friday,1,2024
FIR-2024-000182,2024-01-06 00:32:00,Robbery,Indiranagar,12.963013,77.65071,4,Under Investigation,2024-01-06,0,Saturday,1,2024
FIR-2024-000205,2024-01-06 01:16:00,Assault,MG Road,12.981847,77.60097,4,Chargesheeted,2024-01-06,1,Saturday,1,2024
FIR-2024-000189,2024-01-06 02:56:00,Mobile Snatching,Electronic City,12.823445,77.657323,2,Under Investigation,2024-01-06,2,Saturday,1,2024
FIR-2024-000193,2024-01-06 02:58:00,Vehicle Theft,HSR Layout,12.915571,77.65469,3,Under Investigation,2024-01-06,2,Saturday,1,2024
FIR-2024-000186,2024-01-06 02:58:00,Cheating,Whitefield,12.956328,77.762748,2,Under Investigation,2024-01-06,2,Saturday,1,2024
FIR-2024-000197,2024-01-06 03:15:00,Robbery,Yeshwanthpur,13.021524,77.54542,4,Chargesheeted,2024-01-06,3,Saturday,1,2024
FIR-2024-000208,2024-01-06 04:10:00,Chain Snatching,Banashankari,12.93055,77.554067,3,Under Investigation,2024-01-06,4,Saturday,1,2024
FIR-2024-000203,2024-01-06 05:26:00,Chain Snatching,Frazer Town,13.000783,77.608168,3,Chargesheeted,2024-01-06,5,Saturday,1,2024
FIR-2024-000188,2024-01-06 06:42:00,Vehicle Theft,Electronic City,12.841801,77.658298,3,Chargesheeted,2024-01-06,6,Saturday,1,2024
FIR-2024-000178,2024-01-06 07:26:00,Mobile Snatching,Shivajinagar,12.984283,77.601294,2,Under Investigation,2024-01-06,7,Saturday,1,2024
FIR-2024-000209,2024-01-06 08:07:00,Mobile Snatching,Banashankari,12.909627,77.556682,2,Under Investigation,2024-01-06,8,Saturday,1,2024
FIR-2024-000183,2024-01-06 08:12:00,Cybercrime Fraud,Indiranagar,12.984622,77.642474,3,Chargesheeted,2024-01-06,8,Saturday,1,2024
